accidents,traffic_density,average_speed
26,7.1225,33.2524
16,3.7588,43.1459
22,9.2773,43.2844
22,0.9446,10.1754
22,3.708,31.1672
15,7.0895,35.832
21,2.2599,7.2926
32,6.5641,42.1385
20,1.6422,9.0235
27,0.5598,39.964
17,1.2102,8.0733
18,9.2998,37.0889
24,5.5175,7.4074
18,7.9635,18.9415
20,3.3265,7.1758
19,5.9266,13.5358
15,4.9495,49.2257
19,9.4574,5.3838
28,7.4757,20.3232
17,7.3054,33.846
16,0.4635,4.7299
12,5.4967,5.4516
21,4.6699,7.1631
17,9.2784,32.2493
15,2.5734,45.4668
22,2.6983,41.2995
15,4.1135,49.1528
11,2.4337,28.9069
14,1.2918,48.0739
30,8.5741,15.2467
20,5.5828,21.0752
25,8.6136,19.8021
29,8.3113,2.3679
21,2.8204,41.4853
22,5.4774,1.2359
14,0.8322,36.4938
24,9.1525,20.3532
17,4.0426,0.3124
27,3.9368,14.4973
20,3.0276,17.3064
30,4.6066,48.2351
22,2.5176,33.054
23,3.7485,27.1786
22,7.9995,6.3525
25,8.3426,19.5552
17,3.0418,1.7882
17,4.6901,38.0843
25,8.7382,8.1388
11,0.5267,29.7218
20,8.8914,34.9696
19,2.1918,18.3255
24,6.7854,31.6297
30,5.8255,38.2116
15,5.5294,9.2062
28,8.5936,30.043
16,1.0157,36.6942
21,3.4703,17.8524
25,5.3825,8.1246
28,8.1129,14.3058
11,2.1644,46.6537
29,8.0293,17.8724
15,3.9964,5.385
24,1.8891,4.1363
25,7.5899,9.0248
12,0.909,6.3756
23,5.1477,24.7522
12,0.6388,17.3776
18,3.5642,42.0703
29,6.0108,44.0539
16,5.5612,23.664
26,4.0466,44.4264
14,4.2905,22.5231
23,2.2677,32.0981
14,4.5588,8.1267
28,9.5325,2.6291
23,8.5045,8.0043
17,1.4523,12.5923
8,0.2978,37.5491
20,9.3352,8.6753
15,5.2675,6.5327
18,5.3784,46.3805
27,7.8072,34.4401
19,3.1469,23.6653
25,4.8191,4.7484
27,9.6866,42.5895
24,6.7215,5.4129
19,1.5375,30.5523
20,1.3323,33.3838
14,2.0426,20.0069
29,7.6671,45.5608
18,2.9538,2.535
17,0.2139,40.9058
15,9.4417,27.6897
21,1.6971,30.5602
15,0.0956,49.3413
19,2.3713,29.1324
16,2.3503,39.8514
22,4.2201,7.6765
26,9.2039,40.4645
22,8.7918,38.0536
30,4.5689,48.4055
25,4.109,46.7855
16,5.5501,10.6993
13,2.4345,23.2467
22,0.5218,45.5742
32,9.3922,32.0383
18,1.867,23.185
20,1.984,5.4469
14,4.7246,17.5879
23,4.9161,33.262
14,0.1843,38.8457
24,1.4795,22.3583
10,3.7815,2.7922
22,6.8373,31.6586
15,2.2842,46.0793
25,4.2301,24.8205
18,5.5735,46.4212
28,8.8859,17.705
26,3.2607,44.3183
12,1.3356,39.317
10,4.8927,48.0871
20,7.4672,39.5511
20,1.0986,16.074
19,4.2468,45.0284
22,0.1779,33.4866
14,0.3356,8.1035
25,4.8295,2.2983
13,2.982,18.2923
26,8.4511,39.3432
23,6.0215,30.9107
20,4.5393,26.3564
13,4.0794,0.1864
22,4.9725,21.775
20,0.4044,7.8862
30,8.9279,22.7284
29,9.983,49.5885
23,1.8149,43.9769
15,1.2038,15.5315
17,1.4358,29.6754
19,6.6103,25.1048
22,6.6144,6.5024
19,8.4792,49.4903
30,7.5183,21.2588
23,4.4969,25.283
19,6.1286,32.38
26,6.8828,9.5772
26,5.1274,11.1113
10,4.7565,9.6279
24,6.451,19.2233
20,5.5747,9.9838
28,6.4394,46.3198
20,6.1285,35.7157
29,7.192,44.8918
28,6.428,42.4242
22,5.1974,35.1576
28,6.818,12.1373
21,4.4948,30.7659
25,2.4167,9.3149
15,0.0142,6.6238
22,5.5996,31.6288
28,5.9066,31.2313
14,9.7205,7.8311
26,3.6148,17.6214
15,3.9413,3.3141
29,2.018,35.7867
19,0.7053,49.3748
20,7.728,36.9953
28,2.4968,42.2076
18,6.089,23.8172
25,6.8777,4.7792
18,4.7124,36.3303
20,8.7635,12.826
14,4.4379,19.4147
19,2.8491,35.155
26,8.9602,45.2392
26,8.6156,24.3125
25,1.6404,48.0803
12,0.2596,25.9952
20,0.8999,6.1255
21,2.8655,25.9217
23,9.7226,43.0314
26,5.5852,26.9023
11,3.7326,37.3878
25,8.8872,27.3979
21,4.5314,27.3027
20,3.1524,14.238
33,9.4122,10.063
24,8.4952,13.9459
25,8.4367,22.0419
27,5.1228,40.4795
22,7.8944,41.4496
11,1.7935,8.1689
24,5.7322,27.6427
26,9.8385,20.8014
10,2.9096,28.5468
25,7.9435,32.3812
18,4.9048,13.9806
23,0.3981,45.9621
18,7.6302,46.7724
17,1.6857,5.2679
21,6.3147,35.1509
10,0.8566,1.6616
26,9.4687,2.3282
18,2.9172,47.89
18,2.2646,34.7427
19,1.2914,16.2271
21,9.46,33.4939
22,7.119,42.2918
26,7.4166,43.5452
17,4.994,1.026
19,4.7473,40.9114
15,1.1002,42.6601
27,5.5984,29.7785
21,2.4692,23.9952
25,9.7715,5.5499
17,7.9658,11.9807
21,4.1299,24.5243
15,1.5134,43.254
28,7.8533,40.1567
14,1.2205,24.7965
23,1.8933,39.2814
15,2.1152,38.2867
17,5.5689,28.9508
25,7.8706,11.0163
20,3.1431,17.4002
13,0.8467,8.2032
18,4.6454,0.3575
21,7.4811,4.0263
13,2.2166,37.9813
18,2.1992,1.6743
18,9.4723,19.9926
24,9.5415,49.289
28,9.9047,39.762
20,8.0766,37.5309
17,1.8818,13.7354
14,2.1198,32.0865
26,3.4023,24.9356
22,3.1813,31.1912
27,9.5653,21.7908
27,7.8907,26.5482
30,7.2401,49.4198
22,1.8596,16.4656
23,9.0953,10.8226
27,8.2787,22.4247
15,1.6364,26.216
22,8.7117,4.2814
18,2.7225,40.2986
24,0.8087,21.1026
21,6.5682,20.6593
23,6.538,32.942
12,0.9493,38.6622
17,3.1885,49.297
14,9.9281,8.676
23,6.7843,17.2778
27,7.3008,8.4129
17,2.1292,44.0428
25,0.7878,27.4247
13,2.769,42.622
23,2.489,49.2613
22,2.3454,27.5103
11,1.9275,5.9076
16,5.7476,18.0634
23,3.281,1.8095
27,8.2035,42.465
12,1.8395,0.8943
21,4.6463,29.6092
11,0.1366,5.3067
27,4.8168,0.3779
14,0.5584,12.8075
24,9.7772,27.5926
21,7.9059,3.7544
19,4.9011,30.7444
18,0.8659,33.5996
16,5.9245,48.4849
24,7.5876,44.9769
16,1.9072,28.3396
25,5.6821,39.6682
26,8.1421,18.1821
33,7.6825,29.2856
27,8.0299,20.1677
24,8.7932,16.8521
14,9.3768,36.382
19,4.0552,14.8335
25,5.6877,19.0276
17,7.9066,18.3586
17,6.9714,43.5202
17,9.9552,8.5202
18,0.1368,19.0738
25,3.5513,44.3935
25,2.8103,0.7652
22,2.6232,47.3933
25,2.2253,44.945
22,7.0912,20.8924
19,0.8476,32.6513
24,7.4161,49.5533
17,6.9343,27.7474
28,2.508,4.8449
19,2.5283,42.6821
19,6.2886,6.7076
14,7.6217,12.8636
22,8.7649,43.6758
19,8.5214,12.8015
19,9.6488,37.2543
18,5.8138,22.3837
25,9.0866,37.9874
17,8.0851,11.6176
23,8.9467,20.9783
14,0.1163,15.9081
21,9.659,12.4522
19,4.7353,15.7215
27,7.9818,16.1496
16,1.272,47.7689
27,3.9594,26.6615
17,2.7146,23.1026
24,2.9166,25.1659
25,1.2326,49.8065
20,8.0576,32.6795
14,0.0924,35.1743
19,3.1251,15.6811
17,1.7441,23.5769
16,5.8904,9.2033
25,2.5425,34.2595
11,2.59,17.2247
12,4.8834,37.4144
19,6.5269,10.6581
17,1.213,20.1752
13,1.7551,23.5592
25,2.4717,8.3263
25,9.7375,3.4796
26,3.9715,15.8534
16,5.9899,27.2446
28,2.4154,32.6339
16,4.9046,21.2636
17,0.7412,25.0139
18,0.3474,27.1596
26,4.6873,25.5955
18,3.9866,4.5164
19,1.3688,20.2501
19,6.876,10.2166
32,9.929,26.6868
21,3.9565,37.9038
25,6.2456,28.9743
31,9.6298,11.0911
26,8.3153,10.3878
18,4.6355,1.8499
25,7.3749,21.319
19,1.2814,21.6431
21,5.121,11.8218
16,2.7906,38.2129
21,1.6116,19.3243
17,4.2628,33.4701
27,1.3101,32.0035
30,6.9899,30.237
33,4.5624,45.4033
11,5.3114,0.7945
21,1.4638,3.4019
25,1.3977,36.107
25,5.8342,17.6763
25,9.8501,49.3261
15,0.9625,10.8206
15,2.8573,9.171
27,8.6946,29.4111
19,0.7227,13.9713
19,8.7589,17.0246
23,5.2429,46.0512
17,4.0827,1.3121
22,3.0968,26.563
27,2.9712,16.745
22,3.058,17.2996
27,8.848,12.3904
13,7.238,6.7425
19,6.6972,1.7241
17,7.9875,49.3848
18,2.5711,33.0183
18,6.1804,38.8603
17,4.6007,3.2501
20,7.8244,0.7419
20,3.0926,30.0144
22,6.4318,36.1916
21,8.8221,19.7433
18,4.0215,19.3878
21,0.6662,19.224
19,5.1605,7.6378
12,3.4597,37.6957
26,6.7223,10.7596
22,9.5103,16.2205
17,4.8561,33.563
15,4.6619,0.0052
19,6.5458,38.3129
18,1.035,44.9547
22,2.5351,2.5809
23,9.1898,29.5812
23,6.6994,20.4229
16,0.1344,3.9232
26,2.0463,34.1115
32,6.8284,30.6159
16,7.644,32.133
26,8.3986,40.6748
18,2.9218,14.3459
31,9.3103,33.8534
20,5.5295,37.1659
16,6.9654,8.4407
19,5.9674,47.8533
23,1.2274,16.9991
26,9.6311,35.6854
15,1.2288,37.701
19,2.5488,25.2015
14,8.1363,6.4359
16,6.186,13.7831
17,8.3815,11.7123
20,5.1574,25.9321
24,3.7699,13.0634
31,9.2185,27.3385
21,0.3625,14.4103
17,8.5613,0.049
15,2.3082,18.1628
22,8.4874,30.3425
20,1.392,38.6848
24,5.8022,1.4182
20,8.8811,12.9157
16,4.7354,49.2731
24,7.4657,13.0908
17,8.0467,38.8599
28,7.3649,25.4687
27,9.2533,6.1087
21,4.4683,32.17
25,1.7313,48.317
10,0.4781,44.3415
23,2.4646,34.5146
20,1.432,25.6074
26,5.5795,15.9667
14,1.8495,17.8483
17,0.3893,17.3103
17,0.3599,46.1041
33,8.3157,10.5656
27,5.9145,18.9015
19,3.5809,21.5982
16,8.9423,20.445
11,0.702,0.2099
34,9.8032,13.5487
24,6.1629,24.9284
10,1.8346,38.0247
27,6.7907,28.4737
15,7.6338,19.2431
29,4.2934,33.257
20,8.6163,33.2947
13,1.5073,12.3962
18,2.7884,5.1887
13,0.9349,40.1592
17,2.1088,26.4891
14,2.3873,8.8262
27,9.1763,13.1036
21,0.7811,38.3212
19,4.2742,32.6636
18,5.324,47.2583
19,8.9869,23.2474
25,9.977,2.6093
19,7.5339,35.0211
15,9.7079,12.7455
27,7.871,16.1927
22,9.632,9.8324
24,7.0727,15.4468
22,0.7976,41.474
14,4.0192,28.8357
18,6.466,5.4577
17,3.5072,29.3302
10,2.7338,31.6782
20,5.774,44.2412
21,9.335,42.9823
15,0.3498,3.1438
12,7.6923,43.3349
26,7.2273,2.5442
20,9.6395,7.7061
27,9.3071,5.5775
23,7.6223,9.0849
16,5.2041,40.1631
20,2.0427,34.306
18,5.4524,34.3481
26,7.6535,46.1064
15,8.9567,19.5926
23,7.8971,0.1644
27,1.9527,31.9884
20,5.9969,43.4037
21,3.3217,48.813
24,0.0921,18.1946
20,2.0022,41.1076
21,1.1322,42.4614
32,8.4272,7.2219
14,2.5851,31.5749
10,2.847,8.657
30,9.5994,22.3315
20,3.7909,43.9633
19,0.0959,39.4734
20,2.8385,28.517
16,1.193,40.4355
17,1.0281,7.6414
20,0.7749,9.746
30,5.9326,10.4432
13,1.8935,38.8007
15,3.6124,44.5483
31,8.6202,28.1418
25,4.2434,47.8986
20,9.1569,36.4015
25,4.9794,28.1842
23,3.9884,30.5795
21,7.5039,42.4767
16,0.7318,4.509
13,0.8948,8.4009
18,6.5197,13.3147
21,4.8694,44.7388
22,7.9042,47.2472
31,9.1627,17.8085
20,3.8837,46.1929
17,5.9641,27.3424
16,5.007,23.6637
31,9.8161,41.6382
15,8.3108,27.3042
22,9.1174,22.7241
23,2.5434,0.7982
21,7.7253,0.6449
18,2.6547,31.3796
7,2.0874,3.6708
31,9.4427,36.8473
15,0.193,31.1171
27,9.6539,22.8865
26,1.4926,35.4902
15,8.1944,49.6536
13,2.7592,12.3178
25,3.507,27.8528
24,2.1676,42.1428
14,5.8551,0.8437
20,3.481,10.1754
25,6.5739,26.0479
20,0.1565,27.6123
19,0.6437,4.3167
17,0.9966,20.3715
20,4.1899,25.9892
27,8.148,21.1488
31,8.8818,35.0298
26,2.4481,38.5682
14,5.7437,23.0131
24,7.6836,21.283
12,2.8883,35.2682
25,4.0901,27.7651
28,5.2397,43.522
15,1.3487,24.0573
18,0.2598,28.7164
12,1.5281,6.4403
18,6.2685,41.7999
21,0.7362,21.1146
26,1.897,35.9532
18,3.3785,21.4741
22,0.7787,0.0506
20,1.917,20.0205
30,9.1127,7.3751
23,0.193,19.9308
21,6.5343,16.0672
22,3.8441,10.1274
20,6.7265,6.1886
21,5.8869,36.4281
22,2.235,37.743
25,8.4721,13.2499
15,4.9194,24.7595
30,8.2254,23.2035
14,4.0601,17.7624
19,9.8469,13.8819
22,7.7049,9.3016
28,9.6595,43.6446
19,5.1433,41.6656
21,4.7369,20.859
18,7.5545,36.0601
22,8.8029,24.9166
29,9.6415,4.2692
18,3.2455,41.1195
14,7.987,10.9636
11,2.1065,35.3409
19,5.4557,26.3699
18,1.7985,34.527
20,3.474,23.5602
23,9.3136,35.1281
21,1.4609,1.6406
17,6.324,2.0426
25,5.9295,44.817
19,1.2074,37.4847
21,3.2598,41.4234
13,5.6298,22.8293
18,1.8718,22.9823
20,8.0062,26.7002
26,9.7216,12.1831
23,2.1476,36.6751
23,1.8691,41.4727
21,4.5494,45.3612
26,7.4777,25.8517
20,2.816,20.7288
23,0.1988,41.5467
25,5.4122,37.6333
21,9.566,43.3637
8,3.9128,32.7866
19,4.2013,44.1657
17,9.689,4.4521
20,6.9461,33.9781
28,7.1917,4.4398
13,5.627,37.4454
21,9.7461,31.4222
26,6.8887,0.7996
29,8.9503,29.963
17,6.9938,7.314
21,7.3512,7.1206
22,2.9041,7.5232
20,3.0348,24.1912
22,7.8298,5.776
17,2.9671,6.2828
14,5.6277,12.8084
10,2.4935,0.0429
26,8.1698,13.7895
12,1.105,30.9204
23,8.2945,30.0785
26,6.0273,48.4767
26,1.8691,5.9815
13,5.4204,43.2786
18,2.825,19.5595
24,3.2347,19.3518
18,3.5153,17.4405
21,0.6332,6.2368
23,9.8596,23.9253
13,0.3153,39.3689
25,6.625,43.7716
8,3.7123,48.143
20,6.4601,39.2646
20,3.5625,31.1546
14,6.7375,24.8767
30,7.2924,43.7449
23,6.9055,36.9757
20,1.1396,8.0629
25,6.5689,34.1275
16,2.7999,21.5519
14,0.288,29.79
14,4.1483,44.9177
22,4.3354,32.6285
26,4.6717,46.9362
18,7.0482,43.3185
18,3.0884,6.4451
21,3.1528,0.5826
18,0.6055,19.2206
26,6.8682,43.2665
30,5.6783,11.5063
16,3.4943,34.57
19,7.0519,23.7998
21,5.3736,37.3039
17,4.6924,8.2488
17,5.1132,11.9546
18,6.3635,12.1262
26,6.6,27.4233
22,2.8896,14.4812
14,1.4074,40.5861
19,1.5663,17.3397
18,6.3939,33.0426
25,8.7287,47.4251
25,4.095,30.3462
17,1.6952,12.1077
24,7.566,41.5228
14,8.3249,0.6271
24,8.8058,12.8269
10,6.0683,19.3745
18,8.6073,9.7989
18,0.1541,30.2009
21,1.0724,27.9
12,0.9258,20.3248
15,7.126,14.719
18,0.6958,21.6954
21,4.9636,14.5601
17,4.7271,11.0629
14,3.107,17.5635
27,8.7041,30.1168
16,1.7043,32.4195
24,3.5246,14.8674
31,7.7417,47.3699
15,0.3042,13.098
25,6.7295,35.6066
24,8.164,4.074
28,9.3227,33.2422
24,8.763,22.9974
27,3.1938,28.4554
21,5.8636,9.2036
12,0.7729,21.6782
22,2.5787,38.3139
22,0.9422,38.3542
19,3.1519,11.8778
22,8.7519,17.63
23,3.4717,0.1907
18,5.619,4.4981
15,4.3338,6.3365
19,4.5892,14.6826
28,9.6957,37.9508
21,2.9615,25.5125
27,6.2732,39.6304
19,4.2006,37.7453
17,0.6115,29.3569
23,4.8933,24.993
14,8.1334,46.566
24,0.9875,28.4635
16,0.6959,24.1412
20,1.5363,43.456
26,7.644,3.5719
25,7.24,32.8013
12,5.6502,5.6514
30,4.6823,40.9911
27,8.8833,39.6333
28,7.667,25.18
21,8.1194,33.0522
23,8.1326,38.6311
24,6.4272,24.1652
30,4.5801,45.2979
25,8.6468,21.8515
29,9.2601,44.6011
19,0.2381,29.1372
13,0.5155,21.3122
24,9.5874,0.2049
17,2.7716,14.7778
23,8.7337,43.3961
13,3.888,21.4356
13,1.191,21.0734
9,0.8044,24.4705
24,1.5651,14.3152
26,2.4989,24.5776
27,4.8852,18.7882
30,7.015,45.4721
25,9.864,28.1983
18,4.4151,41.7075
16,5.1818,34.3437
11,5.2182,10.6301
26,5.3943,43.3833
23,5.1774,4.3635
16,0.0877,22.4319
23,0.0172,11.9578
18,0.9767,26.8778
24,1.0156,15.0025
21,7.049,36.1413
22,2.0492,46.8459
21,8.9471,35.4545
22,9.2861,17.7655
28,9.7589,30.0035
20,9.3908,44.4263
18,2.7189,13.5014
19,5.0978,5.9102
18,1.7545,6.5382
25,8.0621,24.7427
18,8.8843,36.6068
30,8.5129,32.8629
22,4.3337,22.6945
18,7.5867,36.4649
9,0.9758,31.6985
24,0.4024,31.4115
18,7.5324,10.1188
18,4.2536,15.6292
26,9.9555,17.2212
18,0.9725,40.4095
26,8.5563,38.7555
18,4.7998,12.6336
22,8.2715,2.7576
27,8.1713,38.3892
26,9.1599,20.4933
18,2.9785,10.9902
28,9.498,5.8508
20,1.5167,0.6407
17,0.8197,21.3865
19,4.3162,16.9882
28,8.2832,34.8235
21,4.7342,48.8333
26,8.2929,10.3391
25,7.2969,12.1518
21,2.0943,16.8651
28,9.4888,23.2969
6,0.6078,34.8849
15,8.9828,17.6016
13,3.0444,5.21
22,5.0015,36.5171
11,4.2235,39.7321
17,1.7183,12.3824
11,3.5815,6.8378
25,1.9293,26.3901
20,2.0389,10.4157
11,1.8706,18.7082
18,4.8902,38.8681
18,7.9793,10.9804
21,5.6897,40.313
24,8.9321,33.701
29,6.3654,10.9863
19,6.8934,26.3202
29,6.6761,30.7035
20,4.4946,10.0138
26,6.8934,7.2475
14,0.6971,26.5584
24,8.5985,34.6921
20,7.7781,23.2534
16,2.4523,3.502
29,7.6803,46.2606
25,0.1264,34.7483
25,2.1725,31.0598
13,0.6514,32.1814
20,7.8023,19.9303
23,7.5587,49.22
28,8.1364,6.634
14,0.0448,36.9571
18,5.0123,21.0438
17,7.0484,44.0548
18,1.554,35.8631
32,6.4979,28.1126
20,0.8411,46.8847
23,1.8133,45.6222
24,4.758,2.6167
22,6.5357,9.6294
25,1.4587,33.8023
18,1.8522,46.092
15,2.0445,21.5165
18,2.387,1.9153
13,2.2655,32.1649
18,3.9515,9.7343
32,6.5379,27.6161
15,4.3803,19.2342
27,7.7597,27.9014
22,7.1927,46.6218
19,1.2653,24.29
12,0.4884,1.7264
28,8.7794,29.0459
19,0.7983,16.2873
12,1.4834,38.9067
23,0.2213,23.4964
18,6.2834,37.0685
18,5.8237,45.441
19,9.869,18.1137
18,8.8693,49.4689
12,4.1084,7.4906
26,3.7159,32.1966
13,2.9685,1.7384
15,1.5241,10.6528
11,1.3808,31.6889
22,1.3228,2.3096
16,1.1411,5.0894
14,2.4051,14.5505
15,3.0667,28.7819
20,9.6158,0.7991
27,5.7847,24.1177
26,9.876,31.2872
13,3.7247,20.1261
11,4.5763,3.382
19,3.2458,30.5437
23,1.8289,30.2918
17,1.4316,25.3021
26,9.4508,34.6573
17,9.8681,10.3901
13,0.4491,33.927
19,1.5035,8.0727
16,4.2352,19.6347
27,1.8633,3.3783
16,3.6388,40.9564
24,1.291,26.9117
19,4.5651,48.5525
20,2.7169,47.1163
18,3.5191,49.9281
14,0.9431,5.0633
17,4.2813,30.329
29,9.8326,20.3788
22,3.2883,26.6332
28,8.7643,15.4384
19,8.432,2.4034
29,9.5206,35.3875
24,7.9011,48.2909
21,6.596,26.6191
18,8.5658,16.479
15,0.7564,46.9139
22,4.6283,18.2333
32,9.8926,45.7265
25,7.696,42.7845
19,9.6208,26.4356
27,7.7963,33.8436
21,8.7488,35.0159
16,7.0653,32.0546
13,7.605,8.0375
23,5.2318,34.6388
25,9.2424,0.1609
29,8.2504,35.5018
28,8.4388,27.7418
20,6.7301,12.988
17,3.0458,40.1882
12,0.3563,20.2639
28,9.3566,24.2889
16,5.8612,1.3837
17,2.9814,20.066
18,1.4914,8.3681
21,8.2952,13.8072
23,8.3652,12.607
23,8.1451,2.301
18,6.4508,23.0247
23,3.6602,26.1296
23,3.0407,28.5531
24,0.0855,23.111
27,8.3361,43.4763
17,0.8743,1.884
17,6.3075,30.6904
26,5.0407,43.3066
23,5.2669,2.052
24,9.2671,24.8153
12,0.3162,29.4514
26,7.7339,9.5453
16,0.5205,12.625
19,0.3815,39.2797
24,4.2982,28.3699
20,0.6308,15.7889
17,7.8914,38.2378
23,5.2956,37.3358
17,0.2904,17.2701
16,0.405,24.4324
19,6.1267,33.2259
29,8.0611,17.1625
28,4.378,31.4505
29,5.5458,12.5537
31,7.9983,14.601
18,6.1051,15.5336
16,2.2476,46.8027
10,6.1305,41.6836
16,6.2828,28.2583
29,7.3411,28.1936
28,6.2087,2.8073
24,9.6924,32.4754
17,1.9729,16.406
27,9.5109,30.615
14,5.3834,42.0117
19,6.7196,2.2749
6,0.9946,30.3532
24,3.8058,28.21
21,7.6938,10.3383
18,7.0691,32.3216
21,0.4014,27.7418
17,5.4659,38.366
20,0.8828,5.5309
21,9.9586,22.1804
29,8.973,49.8966
12,0.2108,34.464
32,8.5865,34.2149
20,9.1943,15.8936
20,3.5355,4.6944
27,7.195,47.4747
16,4.421,5.2736
19,6.5523,49.6353
25,3.4032,6.289
22,3.2256,8.5454
15,4.2443,15.4183
19,1.4557,25.6188
20,8.3114,39.5201
24,3.487,48.5504
15,4.0015,17.9412
29,8.9405,1.0207
24,4.9662,30.834
18,5.4425,35.5395
16,9.565,19.8722
21,8.8673,9.1738
19,1.6947,15.3008
22,4.7322,32.79
27,9.713,24.7091
12,3.7237,37.1712
20,3.7157,10.9085
18,1.9503,42.0993
20,1.1432,7.7942
21,7.403,16.4958
27,7.7003,29.5604
22,9.6901,36.8432
23,7.7342,13.3091
14,2.4335,47.406
26,0.4012,35.3056
20,9.8544,10.8838
11,3.4045,36.2883
23,3.1197,34.8167
18,9.0596,37.6342
18,5.851,45.794
17,2.1487,35.5859
18,8.891,17.5955
25,9.9336,39.5259
17,0.8668,34.7931
20,8.6225,28.713
24,3.9052,17.6916
27,5.2407,46.0525
30,9.1482,25.6377
25,9.7338,31.4052
14,2.6216,20.7682
24,2.1285,39.0408
20,0.8052,17.052
19,5.618,40.5317
19,0.136,5.3971
27,4.119,35.4481
19,0.7338,23.8441
15,4.0523,34.9377
13,0.3993,26.5698
28,8.3522,6.7153
19,2.0974,23.8496
22,3.2831,48.2279
24,8.7005,37.742
22,7.4627,15.0095
18,2.1904,47.2057
21,0.719,38.9473
26,7.1567,18.2224
18,3.907,30.1787
20,7.6608,21.3343
20,4.4529,4.8345
20,3.46,40.3015
13,4.5121,9.5539
29,7.4856,22.9019
22,9.0222,35.1319
15,0.4977,46.6107
12,5.2411,3.1363
13,0.3284,19.6617
19,4.6841,30.7324
28,8.8528,38.9655
18,3.6159,46.0466
33,9.3245,0.0249
20,6.3061,31.3882
18,9.3416,0.3468
26,7.5717,39.3628
15,1.0344,7.4833
22,2.3115,44.731
22,3.9417,7.7562
18,1.7011,38.2164
16,4.9491,14.4652
12,4.7137,27.8627
19,9.5626,30.4217
25,4.3373,10.338
18,7.8563,14.9348
21,9.4191,5.3754
25,8.7699,0.2645
25,2.0867,11.9734
25,4.9603,25.8001
14,3.4774,35.6799
20,3.9986,39.678
14,3.6081,3.4883
24,8.2636,13.6206
19,4.5214,38.5112
26,5.2369,24.0434
25,9.8245,9.1093
16,0.5998,19.6107
25,4.8796,13.5017
17,7.7406,2.5327
16,1.5116,38.1814
18,6.1153,14.5847
21,2.3946,47.2566
27,8.674,44.4063
23,3.271,35.8139
24,3.2906,16.3317
14,5.9819,13.9962
17,1.8356,23.7636
16,2.8489,17.7301
16,4.1663,45.0579
20,3.5364,6.1748
19,5.2488,36.2234
25,5.9964,30.5448
18,5.6667,40.3151
14,6.5417,27.1244
22,3.0775,31.477
17,1.2643,48.137
25,7.6081,4.5981
16,8.5078,5.2433
8,2.5701,19.6804
25,4.0709,23.6366
23,4.9857,9.9936
25,5.3333,4.1334
23,6.5949,1.1088
13,0.416,38.2296
24,7.2148,24.2529
25,0.6197,42.1702
20,4.6829,18.0419
19,8.2767,35.1723
20,4.5122,24.426
15,1.4909,30.6035
30,9.8503,18.5098
14,8.8929,4.0585
18,7.7131,47.3687
24,4.1151,41.8045
24,1.8385,15.5946
33,9.4141,47.9351
27,5.3235,15.0244
23,8.5236,22.1495
16,3.421,37.7568
21,3.3529,15.4502
18,9.8554,16.2254
18,5.2183,20.5041
15,1.407,23.4195
15,2.1967,6.1808
21,4.8194,0.8746
18,0.4247,45.9579
17,4.6253,17.6594
26,4.1894,5.0844
28,7.7934,37.9586
21,3.5494,14.753
13,9.8255,9.0832
20,1.8077,48.1306
19,5.9099,46.0271
19,0.897,5.2873
21,7.3386,44.9643
27,9.9475,44.5434
20,8.1914,31.7187
23,5.557,26.4869
15,4.8474,10.8719
17,8.3503,6.0692
27,9.3597,30.3185
29,9.8921,41.0979
27,3.9654,34.4322
31,9.9092,9.04
9,1.5593,14.5009
24,2.5355,27.3209
22,0.8902,31.2496
12,2.7174,3.6126
29,7.6794,30.7026
22,8.5292,36.816
26,7.7889,9.0679
18,6.3107,12.3109
11,5.1397,12.9448
24,7.087,46.9905
21,3.9083,20.3508
15,8.4131,26.5286
28,6.7719,36.2157
29,6.978,18.573
32,5.3594,5.2778
26,8.8523,32.7161
14,2.5201,33.3637
17,3.8115,13.0274
28,7.7764,1.7614
23,4.9275,33.2677
25,8.8921,35.1713
21,3.464,1.3032
17,3.6933,34.6592
26,8.8874,46.9464
12,4.6437,8.9393
17,5.1612,26.0662
24,3.3276,34.8388
22,2.7667,11.504
24,6.5595,37.5774
13,1.1984,43.4044
29,8.7927,40.7275
24,7.792,12.9449
13,1.9075,40.2108
20,6.9402,20.6672
22,6.0263,13.3232
16,1.8454,8.3986
25,2.732,45.4491
17,4.0899,21.3449
26,6.9924,43.2866
15,6.3872,7.9772
26,5.3223,38.3497
18,7.6841,5.5007
21,7.5794,0.8782
16,6.1786,49.7525
22,7.8699,3.6769
18,3.3426,23.077
19,8.8125,43.9193
18,6.1491,40.969
19,8.2236,23.5588
26,5.4628,30.5424
18,2.1844,31.4853
25,5.4241,5.4912
14,3.7111,14.2452
21,6.975,15.0492
11,4.7579,18.9064
21,8.3611,13.6959
21,6.7807,12.5749
19,6.8454,17.7393
26,2.1716,18.9613
29,9.8425,24.3612
28,8.4168,8.6768
26,7.89,39.4168
17,3.3022,43.0334
15,5.3563,12.4082
20,1.371,6.165
22,5.3848,36.1156
18,1.4589,46.2123
14,5.5304,1.7574
17,6.4872,0.7218
16,3.902,9.1713
18,4.9854,34.2396
30,8.7565,48.2391
6,1.0856,37.519
21,7.9173,28.6516
25,1.7075,35.0275
12,0.3671,11.5349
25,1.8557,34.4276
15,7.6504,16.0722
24,4.0513,11.1211
21,8.7252,11.8278
